<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.20	10:45:00	1996.42	1997.55	1995.53	1997.20	1856	0	7
2023.04.20	11:00:00	1997.18	1997.98	1994.55	1997.87	1946	0	7
2023.04.20	11:15:00	1997.84	1999.08	1997.43	1997.96	1935	0	6
2023.04.20	11:30:00	1998.04	1998.71	1997.45	1998.32	1532	0	8
2023.04.20	11:45:00	1998.31	1998.43	1996.54	1996.67	1249	0	8
2023.04.20	12:00:00	1996.68	1997.95	1992.82	1993.44	1982	0	5
2023.04.20	12:15:00	1993.44	1994.92	1992.41	1994.14	1568	0	6
2023.04.20	12:30:00	1994.06	1998.65	1993.78	1998.22	1671	0	7
2023.04.20	12:45:00	1998.23	2000.18	1997.84	1999.59	1596	0	7
2023.04.20	13:00:00	1999.60	2001.28	1999.60	2000.13	1808	0	7
2023.04.20	13:15:00	2000.17	2004.83	2000.04	2004.21	1329	0	8
2023.04.20	13:30:00	2004.22	2004.84	2002.23	2003.27	1916	0	7
2023.04.20	13:45:00	2003.27	2004.63	2002.93	2003.65	1486	0	6
2023.04.20	14:00:00	2003.64	2004.66	2001.94	2001.98	1713	0	7
2023.04.20	14:15:00	2001.96	2002.96	2001.17	2002.90	1250	0	8
2023.04.20	14:30:00	2002.89	2003.04	2001.00	2001.44	1210	0	7
2023.04.20	14:45:00	2001.44	2002.31	2001.01	2001.09	1307	0	8
2023.04.20	15:00:00	2001.12	2003.10	1999.19	1999.79	2156	0	7
2023.04.20	15:15:00	1999.78	2000.74	1997.49	1999.14	2797	0	6
2023.04.20	15:30:00	1999.15	2011.44	1999.11	2006.47	4811	0	0
2023.04.20	15:45:00	2006.45	2008.46	2005.54	2006.80	3824	0	6
2023.04.20	16:00:00	2006.85	2007.35	2003.16	2005.21	3621	0	7
2023.04.20	16:15:00	2005.21	2005.22	2002.98	2003.28	2879	0	7
2023.04.20	16:30:00	2003.26	2006.89	2003.04	2003.51	3593	0	7
2023.04.20	16:45:00	2003.54	2006.81	2003.03	2003.57	3080	0	7
2023.04.20	17:00:00	2003.58	2012.39	2003.12	2010.58	4525	0	5
2023.04.20	17:15:00	2010.58	2010.84	2005.60	2006.11	3413	0	6
2023.04.20	17:30:00	2006.10	2007.93	2004.95	2005.96	2842	0	7
2023.04.20	17:45:00	2005.94	2006.23	2001.01	2003.58	2938	0	7
2023.04.20	18:00:00	2003.60	2003.96	1998.99	2000.23	3568	0	7
2023.04.20	18:15:00	2000.32	2003.32	1999.20	2003.32	2678	0	7
2023.04.20	18:30:00	2003.40	2004.27	2002.72	2003.78	2233	0	7
2023.04.20	18:45:00	2003.76	2003.95	2002.10	2002.58	1872	0	6
2023.04.20	19:00:00	2002.59	2005.35	2002.33	2004.81	1971	0	7
2023.04.20	19:15:00	2004.75	2007.05	2004.74	2005.73	1635	0	7
2023.04.20	19:30:00	2005.70	2006.76	2004.51	2006.59	1559	0	8
2023.04.20	19:45:00	2006.57	2007.06	2004.52	2005.84	1624	0	6
2023.04.20	20:00:00	2005.83	2007.58	2005.65	2007.21	1603	0	5
2023.04.20	20:15:00	2007.19	2008.41	2006.81	2007.85	1657	0	7
2023.04.20	20:30:00	2007.83	2008.39	2005.50	2005.54	999	0	6
2023.04.20	20:45:00	2005.53	2007.08	2005.49	2006.67	1231	0	6
2023.04.20	21:00:00	2006.68	2006.87	2004.26	2004.67	1075	0	6
2023.04.20	21:15:00	2004.66	2005.05	2004.33	2004.38	1009	0	8
2023.04.20	21:30:00	2004.35	2006.32	2004.31	2005.78	943	0	7
2023.04.20	21:45:00	2005.78	2006.40	2005.38	2005.87	959	0	7
2023.04.20	22:00:00	2005.87	2005.99	2003.22	2003.33	1148	0	7
2023.04.20	22:15:00	2003.35	2005.48	2003.22	2004.71	1200	0	7
2023.04.20	22:30:00	2004.76	2005.19	2003.51	2003.56	1098	0	8
2023.04.20	22:45:00	2003.54	2003.68	2002.21	2003.16	1666	0	7
2023.04.20	23:00:00	2003.12	2005.68	2003.09	2005.59	785	0	9
2023.04.20	23:15:00	2005.57	2005.76	2005.21	2005.36	451	0	12
2023.04.20	23:30:00	2005.35	2005.36	2004.26	2004.60	405	0	13
2023.04.20	23:45:00	2004.61	2004.96	2004.28	2004.70	294	0	12
2023.04.21	01:00:00	2004.20	2004.36	2003.52	2003.71	231	0	12
2023.04.21	01:15:00	2003.74	2004.05	2002.52	2003.40	394	0	14
2023.04.21	01:30:00	2003.38	2005.03	2003.11	2004.71	396	0	3
2023.04.21	01:45:00	2004.65	2004.73	2003.60	2004.60	381	0	11
2023.04.21	02:00:00	2004.63	2005.29	2004.41	2004.91	449	0	12
2023.04.21	02:15:00	2004.89	2004.89	2003.01	2003.13	430	0	13
2023.04.21	02:30:00	2003.13	2003.65	2001.80	2002.87	614	0	14
2023.04.21	02:45:00	2002.87	2005.50	2002.69	2005.26	768	0	14
2023.04.21	03:00:00	2005.26	2005.53	2003.02	2003.59	1238	0	7
2023.04.21	03:15:00	2003.58	2003.96	2001.74	2002.38	779	0	6
2023.04.21	03:30:00	2002.38	2004.01	2001.81	2003.50	767	0	6
2023.04.21	03:45:00	2003.53	2004.62	2003.35	2004.59	899	0	6
2023.04.21	04:00:00	2004.62	2005.26	2003.16	2004.35	1593	0	6
2023.04.21	04:15:00	2004.36	2004.96	2002.46	2002.97	1226	0	7
2023.04.21	04:30:00	2002.98	2003.30	2000.48	2002.74	1676	0	5
2023.04.21	04:45:00	2002.77	2003.38	2001.82	2002.05	1253	0	6
2023.04.21	05:00:00	2002.07	2003.44	2001.45	2002.27	1140	0	6
2023.04.21	05:15:00	2002.18	2002.87	2001.85	2001.99	759	0	8
2023.04.21	05:30:00	2002.00	2003.70	2001.75	2003.60	980	0	8
2023.04.21	05:45:00	2003.66	2004.02	2002.48	2003.00	914	0	8
2023.04.21	06:00:00	2003.00	2003.30	2001.58	2001.91	1339	0	6
2023.04.21	06:15:00	2001.91	2002.68	2001.62	2001.86	931	0	8
2023.04.21	06:30:00	2001.86	2002.70	2001.45	2001.86	533	0	8
2023.04.21	06:45:00	2001.86	2002.45	2001.15	2002.18	570	0	7
2023.04.21	07:00:00	2002.19	2002.37	2001.41	2001.87	535	0	8
2023.04.21	07:15:00	2001.86	2002.20	2000.53	2000.91	600	0	5
2023.04.21	07:30:00	2000.91	2001.34	2000.60	2000.70	645	0	8
2023.04.21	07:45:00	2000.70	2000.99	2000.32	2000.59	653	0	8
2023.04.21	08:00:00	2000.64	2001.10	1999.18	1999.63	877	0	7
2023.04.21	08:15:00	1999.62	2000.01	1998.93	1999.34	867	0	5
2023.04.21	08:30:00	1999.34	1999.36	1994.73	1994.90	1815	0	5
2023.04.21	08:45:00	1994.96	1995.75	1993.91	1994.92	1461	0	5
2023.04.21	09:00:00	1994.93	1998.07	1994.31	1996.12	1790	0	5
2023.04.21	09:15:00	1996.09	1996.45	1989.40	1989.47	1687	0	6
2023.04.21	09:30:00	1989.46	1989.87	1981.93	1985.77	3805	0	4
2023.04.21	09:45:00	1985.77	1987.65	1984.61	1986.36	2677	0	5
2023.04.21	10:00:00	1986.37	1987.39	1983.18	1984.47	2427	0	7
2023.04.21	10:15:00	1984.48	1986.37	1983.75	1985.90	2472	0	6
2023.04.21	10:30:00	1985.86	1987.00	1983.85	1984.55	2633	0	2
2023.04.21	10:45:00	1984.54	1987.60	1982.93	1986.78	2035	0	7
2023.04.21	11:00:00	1986.78	1989.62	1986.51	1987.55	2729	0	6
2023.04.21	11:15:00	1987.49	1987.66	1984.06	1986.00	1891	0	5
2023.04.21	11:30:00	1986.00	1987.40	1985.00	1986.56	1743	0	7
2023.04.21	11:45:00	1986.41	1988.51	1985.82	1988.36	1625	0	5
2023.04.21	12:00:00	1988.36	1990.32	1985.94	1986.15	1777	0	6
2023.04.21	12:15:00	1986.15	1988.01	1985.16	1986.40	1363	0	6
2023.04.21	12:30:00	1986.39	1986.88	1985.23	1986.51	1105	0	7
2023.04.21	12:45:00	1986.48	1986.60	1984.81	1986.17	1159	0	7
2023.04.21	13:00:00	1986.19	1989.18	1986.00	1989.14	1656	0	5
2023.04.21	13:15:00	1989.14	1989.35	1988.21	1988.52	1216	0	6
2023.04.21	13:30:00	1988.53	1992.48	1988.26	1990.92	1703	0	7
2023.04.21	13:45:00	1990.93	1991.24	1987.25	1988.08	1660	0	6
2023.04.21	14:00:00	1988.11	1988.23	1985.85	1986.01	1455	0	7
2023.04.21	14:15:00	1986.01	1987.06	1984.69	1985.39	1627	0	7
2023.04.21	14:30:00	1985.38	1988.48	1984.91	1987.40	1636	0	7
2023.04.21	14:45:00	1987.38	1988.43	1987.03	1988.00	1103	0	8
2023.04.21	15:00:00	1988.01	1988.03	1982.70	1983.51	2246	0	6
2023.04.21	15:15:00	1983.52	1989.17	1982.18	1989.05	2840	0	6
2023.04.21	15:30:00	1989.05	1991.08	1987.36	1987.62	2749	0	7
2023.04.21	15:45:00	1987.66	1989.26	1986.34	1988.97	2632	0	6
2023.04.21	16:00:00	1988.97	1992.05	1988.94	1991.48	3308	0	7
2023.04.21	16:15:00	1991.48	1993.24	1989.91	1990.44	2672	0	7
2023.04.21	16:30:00	1990.40	1998.02	1990.31	1995.47	4309	0	7
2023.04.21	16:45:00	1995.40	1995.40	1972.49	1974.07	6829	0	0
2023.04.21	17:00:00	1974.06	1979.43	1971.59	1978.07	5381	0	4
2023.04.21	17:15:00	1978.09	1987.48	1976.98	1982.36	5068	0	5
2023.04.21	17:30:00	1982.30	1983.30	1976.26	1977.35	4317	0	6
2023.04.21	17:45:00	1977.34	1980.54	1975.91	1978.89	4017	0	6
2023.04.21	18:00:00	1978.93	1979.77	1977.29	1978.00	3181	0	7
2023.04.21	18:15:00	1977.98	1979.37	1976.57	1977.10	2534	0	7
2023.04.21	18:30:00	1977.10	1977.53	1974.46	1975.15	2365	0	7
2023.04.21	18:45:00	1975.14	1977.03	1974.60	1975.88	2254	0	8
2023.04.21	19:00:00	1975.88	1976.86	1974.03	1976.79	2114	0	7
2023.04.21	19:15:00	1976.78	1977.71	1975.94	1975.96	1864	0	8
2023.04.21	19:30:00	1976.03	1977.30	1975.61	1977.17	1604	0	7
2023.04.21	19:45:00	1977.28	1978.59	1977.00	1977.46	1641	0	7
2023.04.21	20:00:00	1977.44	1979.07	1977.38	1978.69	1415	0	7
2023.04.21	20:15:00	1978.68	1980.23	1977.63	1979.80	1596	0	7
2023.04.21	20:30:00	1979.81	1980.73	1978.44	1979.72	1399	0	7
2023.04.21	20:45:00	1979.63	1980.75	1979.32	1980.57	1271	0	7
2023.04.21	21:00:00	1980.61	1981.80	1980.47	1981.58	1056	0	7
2023.04.21	21:15:00	1981.54	1982.60	1979.52	1979.67	1223	0	7
2023.04.21	21:30:00	1979.68	1979.89	1978.95	1979.05	901	0	7
2023.04.21	21:45:00	1979.08	1979.86	1978.94	1979.17	804	0	7
2023.04.21	22:00:00	1979.17	1980.77	1978.65	1980.69	1114	0	7
2023.04.21	22:15:00	1980.67	1982.42	1980.44	1982.11	852	0	8
2023.04.21	22:30:00	1982.12	1983.02	1981.51	1982.37	1088	0	7
2023.04.21	22:45:00	1982.35	1982.91	1982.21	1982.71	1362	0	7
2023.04.21	23:00:00	1982.71	1982.77	1981.75	1982.23	629	0	8
2023.04.21	23:15:00	1982.32	1983.63	1982.06	1983.33	442	0	10
2023.04.21	23:30:00	1983.38	1983.42	1981.95	1982.61	373	0	13
2023.04.21	23:45:00	1982.59	1983.45	1981.88	1982.84	350	0	12
2023.04.24	01:00:00	1982.38	1982.90	1981.78	1982.72	320	0	12
2023.04.24	01:15:00	1982.63	1982.97	1981.90	1982.52	387	0	14
2023.04.24	01:30:00	1982.52	1983.78	1982.42	1983.38	311	0	12
2023.04.24	01:45:00	1983.38	1984.00	1982.87	1983.99	268	0	11
2023.04.24	02:00:00	1983.99	1985.09	1983.99	1984.60	487	0	12
2023.04.24	02:15:00	1984.56	1984.88	1983.91	1984.73	300	0	14
2023.04.24	02:30:00	1984.77	1985.35	1984.37	1984.64	455	0	12
2023.04.24	02:45:00	1984.68	1985.28	1984.10	1984.65	696	0	14
2023.04.24	03:00:00	1984.56	1984.63	1983.33	1983.60	1062	0	7
2023.04.24	03:15:00	1983.60	1984.03	1982.83	1983.47	693	0	8
2023.04.24	03:30:00	1983.45	1983.50	1981.41	1982.02	1004	0	7
2023.04.24	03:45:00	1982.02	1984.07	1981.35	1983.85	1174	0	6
2023.04.24	04:00:00	1983.88	1984.64	1982.48	1983.18	1883	0	7
2023.04.24	04:15:00	1983.18	1984.42	1982.91	1983.98	1976	0	7
2023.04.24	04:30:00	1983.98	1984.40	1981.61	1982.48	2271	0	6
2023.04.24	04:45:00	1982.47	1982.61	1979.21	1979.52	2038	0	6
2023.04.24	05:00:00	1979.52	1981.51	1978.58	1981.10	1674	0	5
2023.04.24	05:15:00	1981.10	1981.71	1980.29	1981.59	1483	0	7
2023.04.24	05:30:00	1981.61	1983.22	1980.75	1982.50	1637	0	6
2023.04.24	05:45:00	1982.47	1982.76	1979.78	1980.34	1752	0	7
2023.04.24	06:00:00	1980.29	1981.29	1980.06	1980.71	1365	0	8
2023.04.24	06:15:00	1980.70	1981.49	1980.40	1980.99	1194	0	8
2023.04.24	06:30:00	1980.99	1981.09	1980.18	1980.51	887	0	7
2023.04.24	06:45:00	1980.51	1981.09	1980.10	1980.79	697	0	7
2023.04.24	07:00:00	1980.80	1981.27	1980.16	1980.65	702	0	8
2023.04.24	07:15:00	1980.58	1980.92	1979.89	1980.38	751	0	7
2023.04.24	07:30:00	1980.39	1980.61	1978.23	1979.04	1145	0	5
2023.04.24	07:45:00	1979.01	1979.93	1978.81	1979.58	672	0	8
2023.04.24	08:00:00	1979.58	1979.86	1976.60	1977.98	1527	0	6
2023.04.24	08:15:00	1977.92	1978.37	1976.95	1977.76	1122	0	5
2023.04.24	08:30:00	1977.76	1979.28	1976.43	1977.51	2170	0	7
2023.04.24	08:45:00	1977.52	1979.37	1977.07	1978.58	1763	0	7
2023.04.24	09:00:00	1978.59	1981.43	1978.56	1981.37	2516	0	7
2023.04.24	09:15:00	1981.37	1981.59	1980.04	1981.32	2009	0	8
2023.04.24	09:30:00	1981.33	1981.67	1979.45	1979.70	1808	0	7
2023.04.24	09:45:00	1979.72	1979.83	1977.70	1979.03	2011	0	8
2023.04.24	10:00:00	1979.00	1979.94	1978.17	1978.82	2019	0	8
2023.04.24	10:15:00	1978.83	1983.04	1978.13	1982.57	2327	0	5
2023.04.24	10:30:00	1982.57	1983.22	1981.08	1981.58	1810	0	7
2023.04.24	10:45:00	1981.57	1983.19	1981.15	1982.72	1685	0	7
2023.04.24	11:00:00	1982.71	1983.21	1981.00	1981.98	1740	0	6
2023.04.24	11:15:00	1981.92	1983.00	1980.90	1981.20	1458	0	7
2023.04.24	11:30:00	1981.21	1982.73	1980.80	1982.51	1498	0	7
2023.04.24	11:45:00	1982.50	1985.29	1982.37	1985.11	1314	0	0
2023.04.24	12:00:00	1985.10	1985.75	1984.06	1985.29	1821	0	7
2023.04.24	12:15:00	1985.29	1986.74	1984.26	1986.35	1763	0	7
2023.04.24	12:30:00	1986.32	1986.94	1984.87	1984.88	1483	0	7
2023.04.24	12:45:00	1984.88	1985.33	1982.96	1983.14	1456	0	8
2023.04.24	13:00:00	1983.12	1985.41	1983.06	1983.55	1480	0	7
2023.04.24	13:15:00	1983.55	1984.98	1983.10	1984.46	1253	0	7
2023.04.24	13:30:00	1984.48	1985.07	1984.13	1984.81	950	0	6
2023.04.24	13:45:00	1984.83	1985.19	1983.06	1983.72	1236	0	2
2023.04.24	14:00:00	1983.70	1984.83	1983.15	1984.06	1021	0	6
2023.04.24	14:15:00	1984.07	1985.30	1983.41	1984.97	1123	0	6
2023.04.24	14:30:00	1984.99	1985.31	1983.46	1984.42	1361	0	7
2023.04.24	14:45:00	1984.42	1984.68	1982.68	1983.06	1136	0	7
2023.04.24	15:00:00	1983.08	1983.79	1981.39	1981.90	1467	0	6
2023.04.24	15:15:00	1981.90	1984.60	1981.00	1983.77	2380	0	7
2023.04.24	15:30:00	1983.78	1984.00	1981.99	1983.62	2201	0	6
2023.04.24	15:45:00	1983.62	1984.40	1982.87	1983.89	2424	0	7
2023.04.24	16:00:00	1983.90	1985.04	1982.81	1982.92	2763	0	7
2023.04.24	16:15:00	1982.96	1983.15	1980.51	1981.00	2389	0	6
2023.04.24	16:30:00	1981.00	1981.95	1974.90	1977.77	4186	0	6
2023.04.24	16:45:00	1977.76	1978.76	1974.13	1977.98	3807	0	7
2023.04.24	17:00:00	1977.89	1980.22	1976.55	1978.99	3346	0	7
2023.04.24	17:15:00	1979.02	1981.82	1977.95	1980.74	2844	0	7
2023.04.24	17:30:00	1980.74	1987.21	1980.50	1986.20	3593	0	6
2023.04.24	17:45:00	1986.20	1987.23	1981.83	1982.42	3466	0	7
2023.04.24	18:00:00	1982.48	1984.49	1982.45	1984.49	2834	0	6
2023.04.24	18:15:00	1984.46	1984.91	1981.96	1982.32	2484	0	7
2023.04.24	18:30:00	1982.31	1983.42	1981.46	1982.79	2219	0	6
2023.04.24	18:45:00	1982.79	1985.41	1982.37	1984.80	2012	0	8
2023.04.24	19:00:00	1984.80	1986.22	1984.67	1986.02	1916	0	7
2023.04.24	19:15:00	1986.02	1986.86	1985.86	1986.30	1614	0	6
2023.04.24	19:30:00	1986.34	1987.73	1986.01	1986.32	1291	0	7
2023.04.24	19:45:00	1986.29	1986.94	1984.68	1986.67	1483	0	7
2023.04.24	20:00:00	1986.67	1989.04	1986.60	1988.62	1625	0	7
2023.04.24	20:15:00	1988.62	1990.77	1988.33	1989.31	1522	0	8
2023.04.24	20:30:00	1989.31	1990.48	1988.52	1990.19	1362	0	8
2023.04.24	20:45:00	1990.19	1990.79	1988.91	1989.50	1159	0	7
2023.04.24	21:00:00	1989.51	1989.84	1987.90	1989.20	914	0	7
2023.04.24	21:15:00	1989.17	1990.14	1988.95	1989.61	933	0	7
2023.04.24	21:30:00	1989.63	1990.01	1988.51	1988.83	922	0	7
2023.04.24	21:45:00	1988.84	1990.36	1988.81	1989.73	1005	0	8
2023.04.24	22:00:00	1989.73	1989.84	1988.77	1988.84	1152	0	8
2023.04.24	22:15:00	1988.84	1989.27	1987.46	1988.43	818	0	8
2023.04.24	22:30:00	1988.44	1988.67	1987.97	1988.60	597	0	7
2023.04.24	22:45:00	1988.61	1989.16	1987.88	1988.73	1198	0	7
2023.04.24	23:00:00	1988.75	1989.30	1988.28	1989.18	652	0	8
2023.04.24	23:15:00	1989.18	1989.28	1988.75	1989.11	324	0	14
2023.04.24	23:30:00	1989.13	1989.22	1988.57	1988.97	366	0	13
2023.04.24	23:45:00	1988.97	1989.46	1988.78	1989.05	378	0	9
2023.04.25	01:00:00	1989.18	1993.08	1989.18	1992.33	420	0	12
2023.04.25	01:15:00	1992.32	1992.73	1991.41	1992.01	367	0	20
2023.04.25	01:30:00	1992.06	1993.30	1991.95	1993.04	368	0	14
2023.04.25	01:45:00	1993.03	1993.34	1992.44	1992.62	268	0	10
2023.04.25	02:00:00	1992.66	1992.66	1991.69	1991.73	371	0	11
2023.04.25	02:15:00	1991.74	1992.15	1991.60	1992.06	247	0	12
2023.04.25	02:30:00	1992.06	1996.56	1992.06	1994.89	908	0	12
2023.04.25	02:45:00	1994.91	1996.11	1994.77	1995.02	637	0	12
2023.04.25	03:00:00	1995.04	1995.41	1993.56	1993.60	750	0	7
2023.04.25	03:15:00	1993.60	1995.91	1993.26	1995.65	853	0	8
2023.04.25	03:30:00	1995.64	1998.61	1995.64	1998.31	1278	0	6
2023.04.25	03:45:00	1998.33	2000.95	1996.26	1996.92	1886	0	7
2023.04.25	04:00:00	1997.04	2000.64	1996.65	2000.39	2432	0	7
2023.04.25	04:15:00	2000.38	2000.53	1998.60	1999.72	1992	0	6
2023.04.25	04:30:00	1999.71	1999.90	1995.34	1996.77	2493	0	2
2023.04.25	04:45:00	1996.77	1997.48	1995.61	1997.16	1874	0	7
2023.04.25	05:00:00	1997.16	1998.32	1996.60	1996.73	1485	0	7
