<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.08.29	17:00:00	1204.12	1205.66	1203.51	1205.54	1814	0	15
2018.08.29	17:15:00	1205.54	1206.25	1205.03	1205.70	1401	0	17
2018.08.29	17:30:00	1205.71	1205.91	1204.31	1204.92	1361	0	18
2018.08.29	17:45:00	1204.85	1205.02	1203.31	1203.75	1588	0	17
2018.08.29	18:00:00	1203.76	1203.81	1202.82	1203.56	2324	0	17
2018.08.29	18:15:00	1203.55	1204.05	1202.92	1203.02	1340	0	18
2018.08.29	18:30:00	1203.03	1204.35	1202.82	1204.02	739	0	20
2018.08.29	18:45:00	1204.02	1204.32	1203.73	1204.15	476	0	21
2018.08.29	19:00:00	1204.15	1205.22	1204.13	1205.22	660	0	21
2018.08.29	19:15:00	1205.22	1205.82	1204.67	1204.98	642	0	20
2018.08.29	19:30:00	1204.98	1205.81	1204.56	1205.58	651	0	21
2018.08.29	19:45:00	1205.58	1206.40	1205.46	1205.79	586	0	20
2018.08.29	20:00:00	1205.79	1206.41	1205.43	1205.43	588	0	18
2018.08.29	20:15:00	1205.43	1205.75	1204.94	1205.03	1067	0	20
2018.08.29	20:30:00	1205.03	1205.53	1204.94	1205.13	561	0	19
2018.08.29	20:45:00	1205.13	1205.53	1204.93	1205.39	276	0	21
2018.08.29	21:00:00	1205.43	1205.83	1205.31	1205.31	266	0	18
2018.08.29	21:15:00	1205.31	1205.43	1204.31	1205.19	315	0	21
2018.08.29	21:30:00	1205.19	1205.81	1205.03	1205.73	389	0	21
2018.08.29	21:45:00	1205.73	1205.75	1205.23	1205.54	250	0	20
2018.08.29	22:00:00	1205.63	1206.22	1205.53	1206.13	287	0	20
2018.08.29	22:15:00	1206.13	1206.33	1205.81	1206.05	270	0	20
2018.08.29	22:30:00	1206.11	1206.26	1205.69	1205.91	208	0	20
2018.08.29	22:45:00	1205.91	1206.37	1205.84	1206.26	261	0	15
2018.08.29	23:00:00	1206.27	1207.00	1206.21	1206.89	215	0	16
2018.08.29	23:15:00	1206.73	1207.26	1206.73	1206.94	227	0	16
2018.08.29	23:30:00	1206.92	1207.04	1206.57	1206.71	165	0	19
2018.08.29	23:45:00	1206.68	1206.73	1206.42	1206.53	107	0	12
2018.08.30	01:00:00	1206.91	1206.95	1206.14	1206.56	131	0	20
2018.08.30	01:15:00	1206.56	1206.66	1206.05	1206.26	199	0	24
2018.08.30	01:30:00	1206.45	1206.66	1206.15	1206.34	175	0	24
2018.08.30	01:45:00	1206.34	1206.63	1206.24	1206.34	124	0	24
2018.08.30	02:00:00	1206.34	1206.66	1206.25	1206.66	197	0	22
2018.08.30	02:15:00	1206.68	1207.37	1206.66	1207.33	204	0	21
2018.08.30	02:30:00	1207.33	1207.81	1207.15	1207.25	188	0	19
2018.08.30	02:45:00	1207.25	1207.36	1206.85	1207.15	185	0	21
2018.08.30	03:00:00	1207.15	1207.20	1206.07	1206.12	429	0	21
2018.08.30	03:15:00	1206.17	1206.22	1205.27	1205.59	402	0	20
2018.08.30	03:30:00	1205.60	1205.89	1205.09	1205.40	391	0	23
2018.08.30	03:45:00	1205.40	1206.43	1205.20	1206.35	286	0	21
2018.08.30	04:00:00	1206.35	1206.35	1205.43	1205.43	480	0	21
2018.08.30	04:15:00	1205.43	1205.64	1205.03	1205.34	354	0	22
2018.08.30	04:30:00	1205.34	1205.77	1204.44	1205.16	716	0	19
2018.08.30	04:45:00	1205.17	1205.66	1204.75	1205.56	360	0	20
2018.08.30	05:00:00	1205.58	1206.10	1205.06	1205.09	259	0	21
2018.08.30	05:15:00	1205.18	1205.37	1204.56	1205.07	199	0	18
2018.08.30	05:30:00	1205.07	1205.39	1204.98	1205.04	283	0	19
2018.08.30	05:45:00	1205.03	1205.28	1204.73	1204.75	288	0	19
2018.08.30	06:00:00	1204.77	1205.06	1204.34	1204.45	512	0	19
2018.08.30	06:15:00	1204.45	1204.52	1203.75	1203.97	398	0	19
2018.08.30	06:30:00	1204.01	1204.13	1203.45	1203.88	486	0	20
2018.08.30	06:45:00	1203.89	1204.30	1203.57	1204.21	375	0	24
2018.08.30	07:00:00	1204.21	1204.30	1203.03	1203.81	201	0	20
2018.08.30	07:15:00	1203.81	1203.96	1203.51	1203.91	207	0	20
2018.08.30	07:30:00	1203.90	1204.12	1203.59	1204.00	161	0	20
2018.08.30	07:45:00	1204.00	1204.02	1203.17	1203.69	283	0	21
2018.08.30	08:00:00	1203.68	1203.81	1203.28	1203.71	342	0	21
2018.08.30	08:15:00	1203.71	1203.97	1202.70	1202.91	308	0	19
2018.08.30	08:30:00	1202.91	1203.17	1202.41	1202.81	257	0	20
2018.08.30	08:45:00	1202.81	1202.81	1200.41	1200.85	673	0	15
2018.08.30	09:00:00	1200.91	1201.63	1200.62	1201.44	330	0	15
2018.08.30	09:15:00	1201.44	1202.22	1201.39	1201.71	603	0	18
2018.08.30	09:30:00	1201.71	1201.94	1200.83	1201.94	559	0	18
2018.08.30	09:45:00	1201.93	1203.20	1201.85	1202.81	1230	0	17
2018.08.30	10:00:00	1202.81	1204.39	1202.22	1203.93	1716	0	16
2018.08.30	10:15:00	1203.94	1205.06	1203.84	1204.53	1031	0	18
2018.08.30	10:30:00	1204.53	1204.56	1203.57	1203.92	879	0	18
2018.08.30	10:45:00	1203.93	1204.02	1203.01	1203.24	618	0	17
2018.08.30	11:00:00	1203.24	1203.65	1201.87	1202.80	1423	0	15
2018.08.30	11:15:00	1202.78	1202.88	1201.22	1201.43	1447	0	18
2018.08.30	11:30:00	1201.44	1203.01	1201.44	1202.99	989	0	18
2018.08.30	11:45:00	1202.98	1203.19	1202.52	1202.62	583	0	19
2018.08.30	12:00:00	1202.62	1202.62	1201.41	1201.73	420	0	19
2018.08.30	12:15:00	1201.73	1203.04	1201.65	1202.83	839	0	18
2018.08.30	12:30:00	1202.83	1203.25	1202.02	1203.03	878	0	18
2018.08.30	12:45:00	1203.03	1203.57	1202.81	1203.34	575	0	18
2018.08.30	13:00:00	1203.34	1203.36	1202.61	1202.65	469	0	18
2018.08.30	13:15:00	1202.65	1202.66	1202.15	1202.38	1076	0	18
2018.08.30	13:30:00	1202.38	1205.35	1202.35	1204.73	1179	0	18
2018.08.30	13:45:00	1204.64	1204.93	1204.11	1204.13	509	0	18
2018.08.30	14:00:00	1204.13	1204.37	1202.98	1203.88	588	0	20
2018.08.30	14:15:00	1203.88	1204.62	1203.82	1204.62	934	0	19
2018.08.30	14:30:00	1204.62	1205.11	1203.80	1204.41	436	0	17
2018.08.30	14:45:00	1204.41	1204.61	1204.08	1204.11	278	0	20
2018.08.30	15:00:00	1204.09	1205.31	1204.08	1204.89	835	0	17
2018.08.30	15:15:00	1204.89	1205.99	1204.57	1205.54	644	0	16
2018.08.30	15:30:00	1205.54	1206.72	1203.88	1206.18	932	0	18
2018.08.30	15:45:00	1206.18	1206.74	1204.93	1205.23	1267	0	19
2018.08.30	16:00:00	1205.25	1205.67	1204.31	1204.97	1573	0	18
2018.08.30	16:15:00	1204.97	1204.97	1202.79	1203.20	1397	0	17
2018.08.30	16:30:00	1203.20	1203.53	1198.13	1199.18	2490	0	15
2018.08.30	16:45:00	1199.17	1199.56	1196.17	1197.47	2067	0	16
2018.08.30	17:00:00	1197.48	1200.30	1197.07	1200.27	1841	0	17
2018.08.30	17:15:00	1200.28	1201.58	1199.62	1200.63	1404	0	15
2018.08.30	17:30:00	1200.62	1201.03	1199.83	1200.42	1046	0	16
2018.08.30	17:45:00	1200.42	1200.75	1199.63	1200.43	891	0	16
2018.08.30	18:00:00	1200.41	1201.01	1200.00	1200.62	1233	0	15
2018.08.30	18:15:00	1200.62	1201.05	1198.38	1199.40	1325	0	17
2018.08.30	18:30:00	1199.40	1200.33	1199.18	1199.29	706	0	18
2018.08.30	18:45:00	1199.29	1199.99	1199.09	1199.10	695	0	20
2018.08.30	19:00:00	1199.10	1199.33	1197.84	1198.02	1382	0	20
2018.08.30	19:15:00	1198.02	1198.91	1197.80	1197.82	1100	0	18
2018.08.30	19:30:00	1197.80	1199.31	1197.69	1199.31	751	0	20
2018.08.30	19:45:00	1199.31	1199.58	1198.97	1199.18	595	0	21
2018.08.30	20:00:00	1199.21	1200.18	1198.98	1199.28	556	0	20
2018.08.30	20:15:00	1199.28	1199.66	1198.79	1198.96	479	0	15
2018.08.30	20:30:00	1198.96	1199.27	1198.59	1199.07	505	0	17
2018.08.30	20:45:00	1199.07	1200.10	1199.07	1199.49	643	0	20
2018.08.30	21:00:00	1199.49	1200.36	1199.14	1200.36	503	0	20
2018.08.30	21:15:00	1200.36	1200.52	1198.91	1199.93	1219	0	15
2018.08.30	21:30:00	1199.90	1200.90	1199.59	1200.63	515	0	16
2018.08.30	21:45:00	1200.58	1200.68	1199.68	1200.08	545	0	19
2018.08.30	22:00:00	1200.08	1200.28	1199.88	1199.98	341	0	21
2018.08.30	22:15:00	1199.98	1200.18	1199.36	1199.57	331	0	19
2018.08.30	22:30:00	1199.56	1200.67	1199.56	1200.28	396	0	20
2018.08.30	22:45:00	1200.28	1200.58	1200.23	1200.34	312	0	20
2018.08.30	23:00:00	1200.34	1200.47	1200.03	1200.35	203	0	23
2018.08.30	23:15:00	1200.35	1200.44	1200.23	1200.32	165	0	19
2018.08.30	23:30:00	1200.32	1200.35	1199.74	1199.75	236	0	15
2018.08.30	23:45:00	1199.87	1199.98	1199.57	1199.61	103	0	11
2018.08.31	01:00:00	1200.00	1200.49	1199.88	1200.30	140	0	20
2018.08.31	01:15:00	1200.30	1200.30	1199.81	1200.18	212	0	17
2018.08.31	01:30:00	1200.21	1200.53	1200.00	1200.52	229	0	20
2018.08.31	01:45:00	1200.52	1200.55	1199.70	1199.73	400	0	20
2018.08.31	02:00:00	1199.74	1200.03	1199.43	1199.98	226	0	20
2018.08.31	02:15:00	1199.96	1200.04	1199.53	1199.66	242	0	18
2018.08.31	02:30:00	1199.67	1200.27	1199.64	1200.13	260	0	17
2018.08.31	02:45:00	1200.13	1200.23	1199.63	1199.83	195	0	19
2018.08.31	03:00:00	1199.83	1200.37	1198.97	1199.57	447	0	17
2018.08.31	03:15:00	1199.57	1199.85	1198.53	1198.73	333	0	18
2018.08.31	03:30:00	1198.73	1199.42	1198.63	1199.32	301	0	18
2018.08.31	03:45:00	1199.33	1199.92	1199.22	1199.23	346	0	21
2018.08.31	04:00:00	1199.23	1200.02	1198.92	1199.62	534	0	19
2018.08.31	04:15:00	1199.62	1200.53	1199.11	1199.13	440	0	21
2018.08.31	04:30:00	1199.11	1202.52	1198.98	1202.31	858	0	20
2018.08.31	04:45:00	1202.31	1202.97	1201.81	1202.37	410	0	19
2018.08.31	05:00:00	1202.37	1202.77	1201.86	1202.16	245	0	20
2018.08.31	05:15:00	1202.16	1202.41	1201.85	1202.26	299	0	20
2018.08.31	05:30:00	1202.26	1202.48	1201.75	1202.23	274	0	21
2018.08.31	05:45:00	1202.25	1202.45	1201.45	1201.65	290	0	21
2018.08.31	06:00:00	1201.63	1202.20	1201.35	1201.96	398	0	21
2018.08.31	06:15:00	1201.96	1202.36	1201.75	1202.35	259	0	21
2018.08.31	06:30:00	1202.35	1202.76	1202.25	1202.35	228	0	21
2018.08.31	06:45:00	1202.35	1202.68	1202.25	1202.64	177	0	21
2018.08.31	07:00:00	1202.64	1203.46	1202.64	1203.37	245	0	20
2018.08.31	07:15:00	1203.32	1204.84	1203.32	1204.65	369	0	20
2018.08.31	07:30:00	1204.67	1204.67	1204.15	1204.35	253	0	23
2018.08.31	07:45:00	1204.35	1204.76	1204.25	1204.66	323	0	21
2018.08.31	08:00:00	1204.66	1205.58	1204.56	1205.16	705	0	17
2018.08.31	08:15:00	1205.21	1205.68	1204.42	1204.42	310	0	18
2018.08.31	08:30:00	1204.45	1204.94	1204.25	1204.64	285	0	20
2018.08.31	08:45:00	1204.64	1205.59	1204.22	1205.14	376	0	19
2018.08.31	09:00:00	1205.14	1205.46	1204.41	1204.41	408	0	18
2018.08.31	09:15:00	1204.41	1204.83	1204.32	1204.53	879	0	18
2018.08.31	09:30:00	1204.53	1204.55	1203.31	1203.72	655	0	18
2018.08.31	09:45:00	1203.72	1203.94	1203.52	1203.93	470	0	18
2018.08.31	10:00:00	1203.93	1208.30	1203.92	1206.92	2041	0	15
2018.08.31	10:15:00	1206.92	1207.45	1205.72	1207.39	1272	0	16
2018.08.31	10:30:00	1207.40	1207.88	1206.46	1207.08	1501	0	19
2018.08.31	10:45:00	1207.09	1208.31	1206.88	1207.97	1298	0	18
2018.08.31	11:00:00	1207.96	1208.77	1207.37	1207.99	1306	0	18
2018.08.31	11:15:00	1207.99	1207.99	1207.00	1207.00	848	0	17
2018.08.31	11:30:00	1207.02	1207.37	1206.73	1207.05	1247	0	17
2018.08.31	11:45:00	1207.05	1207.05	1205.21	1206.24	1425	0	19
2018.08.31	12:00:00	1206.23	1206.98	1205.32	1205.93	1275	0	19
2018.08.31	12:15:00	1205.93	1206.36	1205.75	1206.03	780	0	16
2018.08.31	12:30:00	1206.03	1207.24	1205.93	1206.84	850	0	18
2018.08.31	12:45:00	1206.83	1207.20	1206.62	1207.17	888	0	20
2018.08.31	13:00:00	1207.16	1207.54	1206.10	1206.14	1237	0	18
2018.08.31	13:15:00	1206.14	1206.47	1205.52	1206.32	1109	0	18
2018.08.31	13:30:00	1206.32	1206.60	1205.65	1206.09	1168	0	19
2018.08.31	13:45:00	1206.09	1206.97	1205.72	1206.62	1217	0	20
2018.08.31	14:00:00	1206.62	1206.66	1205.75	1206.03	981	0	20
2018.08.31	14:15:00	1206.03	1206.07	1202.67	1203.58	2144	0	15
2018.08.31	14:30:00	1203.58	1204.04	1202.59	1203.47	2002	0	18
2018.08.31	14:45:00	1203.45	1204.07	1203.11	1203.95	1228	0	16
2018.08.31	15:00:00	1203.93	1204.66	1203.39	1204.07	1052	0	18
2018.08.31	15:15:00	1204.07	1204.54	1203.82	1204.02	577	0	16
2018.08.31	15:30:00	1204.02	1204.46	1202.28	1202.60	989	0	17
2018.08.31	15:45:00	1202.60	1203.33	1202.41	1202.65	1336	0	19
2018.08.31	16:00:00	1202.64	1203.17	1201.45	1201.64	1892	0	15
2018.08.31	16:15:00	1201.64	1202.48	1201.24	1201.45	1170	0	18
2018.08.31	16:30:00	1201.38	1202.88	1200.64	1202.87	999	0	16
2018.08.31	16:45:00	1202.89	1203.08	1201.65	1202.62	868	0	15
2018.08.31	17:00:00	1202.66	1203.96	1201.96	1203.96	1083	0	18
2018.08.31	17:15:00	1203.96	1204.09	1203.16	1203.53	1295	0	17
2018.08.31	17:30:00	1203.53	1204.74	1203.53	1204.72	1360	0	19
2018.08.31	17:45:00	1204.72	1205.02	1203.72	1204.54	1846	0	18
2018.08.31	18:00:00	1204.54	1204.73	1202.71	1202.71	2060	0	18
2018.08.31	18:15:00	1202.71	1202.84	1201.12	1201.16	1602	0	18
2018.08.31	18:30:00	1201.16	1201.78	1200.16	1201.50	2384	0	18
2018.08.31	18:45:00	1201.50	1201.70	1199.22	1200.10	2117	0	20
2018.08.31	19:00:00	1200.10	1200.72	1198.87	1199.00	1575	0	19
2018.08.31	19:15:00	1198.99	1199.92	1198.71	1198.72	942	0	15
2018.08.31	19:30:00	1198.72	1200.07	1198.72	1199.83	1495	0	15
2018.08.31	19:45:00	1199.83	1200.54	1199.61	1200.01	1830	0	20
2018.08.31	20:00:00	1199.93	1200.46	1199.11	1200.27	1085	0	21
2018.08.31	20:15:00	1200.27	1201.05	1200.21	1200.85	715	0	19
2018.08.31	20:30:00	1200.85	1201.03	1200.63	1200.94	680	0	20
2018.08.31	20:45:00	1200.93	1202.11	1200.93	1202.11	278	0	20
2018.08.31	21:00:00	1202.11	1202.43	1201.43	1202.03	373	0	19
2018.08.31	21:15:00	1202.03	1202.43	1201.61	1201.91	357	0	22
2018.08.31	21:30:00	1201.91	1202.04	1201.23	1201.61	419	0	21
2018.08.31	21:45:00	1201.61	1202.04	1198.21	1198.61	1126	0	15
2018.08.31	22:00:00	1198.61	1199.94	1198.61	1199.81	588	0	18
2018.08.31	22:15:00	1199.81	1200.01	1198.51	1199.02	908	0	19
2018.08.31	22:30:00	1199.02	1200.31	1199.02	1199.91	668	0	16
2018.08.31	22:45:00	1199.91	1199.93	1199.10	1199.29	272	0	15
2018.08.31	23:00:00	1199.29	1199.50	1199.10	1199.36	297	0	15
2018.08.31	23:15:00	1199.37	1200.33	1199.37	1200.17	333	0	15
2018.08.31	23:30:00	1200.17	1200.86	1199.97	1200.76	273	0	20
2018.08.31	23:45:00	1200.66	1201.00	1200.66	1200.78	124	0	22
2018.09.03	01:00:00	1200.68	1200.68	1199.48	1199.97	106	0	24
2018.09.03	01:15:00	1199.98	1200.33	1199.48	1200.17	124	0	19
2018.09.03	01:30:00	1200.18	1200.40	1199.79	1199.86	138	0	18
2018.09.03	01:45:00	1199.86	1199.86	1199.31	1199.61	182	0	17
2018.09.03	02:00:00	1199.62	1199.71	1199.20	1199.31	198	0	22
2018.09.03	02:15:00	1199.42	1200.03	1199.31	1199.65	188	0	23
2018.09.03	02:30:00	1199.62	1199.66	1198.72	1198.81	200	0	20
2018.09.03	02:45:00	1198.81	1199.65	1198.75	1199.04	325	0	20
2018.09.03	03:00:00	1199.03	1199.30	1197.99	1198.56	425	0	19
2018.09.03	03:15:00	1198.60	1198.60	1197.55	1197.97	349	0	20
2018.09.03	03:30:00	1197.97	1198.35	1195.60	1196.45	656	0	15
2018.09.03	03:45:00	1196.45	1197.43	1196.32	1197.38	440	0	20
2018.09.03	04:00:00	1197.29	1197.80	1195.60	1195.99	918	0	17
2018.09.03	04:15:00	1195.99	1199.01	1195.99	1198.47	921	0	23
2018.09.03	04:30:00	1198.46	1199.38	1197.47	1199.17	994	0	18
2018.09.03	04:45:00	1199.19	1199.54	1198.74	1198.87	535	0	19
2018.09.03	05:00:00	1198.87	1199.19	1198.29	1199.06	542	0	17
2018.09.03	05:15:00	1199.09	1200.57	1198.93	1199.88	599	0	21
2018.09.03	05:30:00	1199.87	1200.38	1199.31	1199.58	421	0	23
2018.09.03	05:45:00	1199.58	1199.89	1199.28	1199.50	347	0	22
2018.09.03	06:00:00	1199.51	1199.51	1198.71	1198.71	300	0	21
2018.09.03	06:15:00	1198.71	1198.95	1198.42	1198.82	318	0	21
2018.09.03	06:30:00	1198.82	1199.72	1198.81	1199.61	257	0	21
2018.09.03	06:45:00	1199.65	1200.11	1199.51	1199.61	267	0	20
2018.09.03	07:00:00	1199.61	1199.71	1198.91	1199.03	314	0	20
2018.09.03	07:15:00	1199.03	1199.43	1198.85	1199.36	232	0	21
2018.09.03	07:30:00	1199.42	1199.53	1199.22	1199.22	281	0	20
2018.09.03	07:45:00	1199.22	1199.84	1199.12	1199.82	170	0	22
2018.09.03	08:00:00	1199.82	1200.51	1199.62	1200.44	408	0	21
2018.09.03	08:15:00	1200.45	1200.92	1200.35	1200.74	359	0	21
2018.09.03	08:30:00	1200.76	1200.84	1200.12	1200.55	386	0	21
2018.09.03	08:45:00	1200.55	1201.26	1200.04	1200.82	309	0	21
2018.09.03	09:00:00	1200.82	1201.67	1200.71	1201.54	696	0	18
2018.09.03	09:15:00	1201.53	1201.66	1200.52	1200.52	1455	0	20
2018.09.03	09:30:00	1200.52	1200.65	1199.74	1200.24	1566	0	16
2018.09.03	09:45:00	1200.23	1200.48	1199.24	1199.26	1970	0	15
2018.09.03	10:00:00	1199.27	1200.04	1198.92	1199.98	2093	0	15
2018.09.03	10:15:00	1199.98	1200.80	1199.66	1200.06	1216	0	20
2018.09.03	10:30:00	1200.05	1202.81	1200.05	1202.42	3329	0	24
2018.09.03	10:45:00	1202.42	1202.91	1201.79	1202.21	1880	0	24
2018.09.03	11:00:00	1202.25	1203.59	1202.09	1203.57	2775	0	24
2018.09.03	11:15:00	1203.55	1203.60	1202.69	1203.56	1633	0	24
2018.09.03	11:30:00	1203.54	1203.80	1202.97	1203.51	1966	0	24
2018.09.03	11:45:00	1203.51	1203.55	1202.95	1203.11	1198	0	24
2018.09.03	12:00:00	1203.11	1203.59	1202.57	1203.10	1418	0	24
2018.09.03	12:15:00	1203.10	1203.84	1202.51	1202.57	1120	0	22
2018.09.03	12:30:00	1202.58	1202.77	1201.14	1201.25	931	0	20
2018.09.03	12:45:00	1201.25	1201.54	1200.49	1200.86	992	0	20
2018.09.03	13:00:00	1200.86	1201.21	1200.09	1201.21	1757	0	18
2018.09.03	13:15:00	1201.21	1201.68	1201.11	1201.32	1321	0	19
2018.09.03	13:30:00	1201.33	1201.60	1201.10	1201.32	740	0	20
2018.09.03	13:45:00	1201.33	1201.84	1201.19	1201.56	749	0	19
2018.09.03	14:00:00	1201.60	1202.09	1201.19	1201.22	1016	0	20
2018.09.03	14:15:00	1201.24	1201.25	1200.53	1200.80	366	0	19
2018.09.03	14:30:00	1200.80	1200.80	1199.87	1200.31	272	0	18
2018.09.03	14:45:00	1200.31	1200.41	1199.50	1199.81	218	0	17
2018.09.03	15:00:00	1199.91	1199.91	1199.01	1199.10	440	0	20
2018.09.03	15:15:00	1199.10	1200.75	1198.70	1200.60	991	0	19
2018.09.03	15:30:00	1200.60	1201.44	1200.53	1201.43	1083	0	18
2018.09.03	15:45:00	1201.40	1201.51	1200.24	1200.36	647	0	17
2018.09.03	16:00:00	1200.38	1200.84	1199.83	1200.52	785	0	15
2018.09.03	16:15:00	1200.52	1201.04	1200.33	1200.66	1207	0	21
2018.09.03	16:30:00	1200.66	1201.00	1200.02	1200.34	787	0	20
2018.09.03	16:45:00	1200.34	1200.74	1200.14	1200.45	725	0	22
2018.09.03	17:00:00	1200.45	1201.33	1200.06	1200.97	869	0	15
2018.09.03	17:15:00	1200.97	1201.49	1200.74	1201.04	557	0	21
2018.09.03	17:30:00	1201.04	1202.24	1200.95	1201.95	683	0	20
2018.09.03	17:45:00	1201.96	1201.96	1201.15	1201.71	1521	0	20
2018.09.03	18:00:00	1201.73	1201.81	1201.05	1201.24	1035	0	22
2018.09.03	18:15:00	1201.24	1201.47	1201.05	1201.28	978	0	22
2018.09.03	18:30:00	1201.33	1201.36	1200.91	1201.12	894	0	24
2018.09.03	18:45:00	1201.11	1201.15	1200.80	1200.81	232	0	21
2018.09.03	19:00:00	1200.81	1201.22	1200.81	1201.01	109	0	22
2018.09.03	19:15:00	1201.01	1201.45	1201.01	1201.41	242	0	24
2018.09.03	19:30:00	1201.42	1201.46	1201.21	1201.25	346	0	22
2018.09.03	19:45:00	1201.31	1201.39	1200.87	1201.25	245	0	20
2018.09.04	01:00:00	1200.67	1201.01	1200.56	1200.94	96	0	20
2018.09.04	01:15:00	1200.93	1200.98	1200.60	1200.77	155	0	19
2018.09.04	01:30:00	1200.72	1200.81	1200.28	1200.39	167	0	15
2018.09.04	01:45:00	1200.39	1201.00	1200.31	1200.98	176	0	18
2018.09.04	02:00:00	1200.98	1201.24	1200.76	1201.03	170	0	23
2018.09.04	02:15:00	1201.10	1201.63	1200.99	1201.30	213	0	23
2018.09.04	02:30:00	1201.43	1201.43	1200.80	1200.91	198	0	25
2018.09.04	02:45:00	1200.85	1201.21	1200.60	1200.73	159	0	24
2018.09.04	03:00:00	1200.73	1201.27	1200.11	1200.82	295	0	21
2018.09.04	03:15:00	1200.82	1200.95	1200.03	1200.24	238	0	21
2018.09.04	03:30:00	1200.24	1200.45	1199.83	1200.37	277	0	22
2018.09.04	03:45:00	1200.37	1200.45	1199.54	1199.77	390	0	18
2018.09.04	04:00:00	1199.77	1200.05	1199.05	1199.74	557	0	21
2018.09.04	04:15:00	1199.76	1200.01	1199.26	1199.56	635	0	19
2018.09.04	04:30:00	1199.55	1201.93	1199.28	1201.37	1152	0	20
2018.09.04	04:45:00	1201.37	1201.93	1201.17	1201.18	512	0	22
2018.09.04	05:00:00	1201.18	1201.28	1200.71	1200.91	529	0	22
2018.09.04	05:15:00	1200.91	1201.55	1200.89	1201.12	378	0	19
2018.09.04	05:30:00	1201.09	1201.13	1200.43	1200.53	241	0	20
2018.09.04	05:45:00	1200.51	1200.63	1199.91	1200.04	276	0	19
2018.09.04	06:00:00	1199.99	1200.21	1199.65	1199.73	230	0	21
2018.09.04	06:15:00	1199.61	1199.73	1199.13	1199.66	350	0	22
2018.09.04	06:30:00	1199.66	1200.06	1199.53	1199.53	205	0	22
2018.09.04	06:45:00	1199.53	1199.85	1199.24	1199.64	158	0	20
2018.09.04	07:00:00	1199.64	1199.84	1199.44	1199.44	209	0	22
2018.09.04	07:15:00	1199.44	1199.65	1198.84	1199.24	238	0	20
2018.09.04	07:30:00	1199.24	1199.86	1199.14	1199.32	562	0	20
2018.09.04	07:45:00	1199.32	1199.93	1199.12	1199.74	342	0	22
2018.09.04	08:00:00	1199.75	1200.16	1199.57	1199.61	280	0	23
2018.09.04	08:15:00	1199.64	1201.10	1199.59	1200.98	313	0	21
2018.09.04	08:30:00	1201.00	1201.16	1200.50	1200.54	433	0	21
2018.09.04	08:45:00	1200.61	1200.89	1199.70	1199.84	272	0	22
2018.09.04	09:00:00	1199.83	1199.83	1197.83	1198.00	1247	0	20
2018.09.04	09:15:00	1198.01	1198.44	1196.53	1196.62	2015	0	17
2018.09.04	09:30:00	1196.62	1197.05	1196.05	1196.32	2005	0	16
2018.09.04	09:45:00	1196.32	1197.02	1194.74	1195.39	2073	0	15
2018.09.04	10:00:00	1195.35	1196.26	1193.87	1194.97	1806	0	15
2018.09.04	10:15:00	1194.97	1196.27	1194.66	1195.52	990	0	15
2018.09.04	10:30:00	1195.52	1195.86	1194.32	1194.44	1608	0	19
2018.09.04	10:45:00	1194.44	1195.16	1194.12	1194.76	1476	0	17
2018.09.04	11:00:00	1194.73	1194.97	1193.77	1194.02	1384	0	19
2018.09.04	11:15:00	1194.03	1194.88	1193.57	1194.69	1357	0	18
2018.09.04	11:30:00	1194.69	1195.19	1193.87	1195.07	1065	0	18
2018.09.04	11:45:00	1195.07	1196.24	1194.81	1195.72	1653	0	16
2018.09.04	12:00:00	1195.69	1196.53	1195.47	1196.02	1816	0	18
2018.09.04	12:15:00	1196.02	1196.41	1195.59	1195.99	1202	0	17
2018.09.04	12:30:00	1195.99	1196.12	1195.12	1195.14	1079	0	17
2018.09.04	12:45:00	1195.10	1195.80	1194.68	1194.69	867	0	18
2018.09.04	13:00:00	1194.72	1195.68	1194.67	1195.51	833	0	16
2018.09.04	13:15:00	1195.52	1195.85	1194.73	1194.74	701	0	19
2018.09.04	13:30:00	1194.64	1195.02	1193.94	1194.06	870	0	15
2018.09.04	13:45:00	1194.06	1194.56	1193.61	1194.39	1661	0	17
2018.09.04	14:00:00	1194.34	1194.43	1191.85	1192.04	1546	0	18
2018.09.04	14:15:00	1192.06	1192.96	1191.74	1192.45	2019	0	18
2018.09.04	14:30:00	1192.45	1193.77	1191.69	1193.54	1427	0	19
2018.09.04	14:45:00	1193.54	1194.33	1193.14	1194.13	800	0	17
2018.09.04	15:00:00	1194.06	1194.27	1193.35	1193.42	1491	0	15
2018.09.04	15:15:00	1193.43	1194.99	1192.23	1194.94	1723	0	16
2018.09.04	15:30:00	1194.93	1195.29	1194.15	1194.66	1083	0	17
2018.09.04	15:45:00	1194.66	1195.56	1194.35	1194.51	682	0	15
2018.09.04	16:00:00	1194.51	1194.86	1190.97	1191.66	1951	0	15
2018.09.04	16:15:00	1191.63	1191.93	1190.33	1191.17	2111	0	16
2018.09.04	16:30:00	1191.15	1194.00	1191.05	1193.89	1850	0	15
2018.09.04	16:45:00	1193.89	1194.23	1192.40	1192.65	1232	0	18
2018.09.04	17:00:00	1192.65	1192.65	1189.56	1190.27	2314	0	15
2018.09.04	17:15:00	1190.23	1190.92	1189.94	1190.63	1482	0	15
